fromId	keyId	targetId	steps
444077	762422	762780	6
386070	893428	893659	7
136687	469549	470575	4
136687	384611	385773	7
894583	987624	989899	5
946651	959066	960789	4
133668	984730	984829	7
444077	199486	199657	7
379940	982050	983382	4
386070	738154	739081	5
607571	208660	210869	7
106778	310188	312091	6
505997	813229	816250	5
484818	978713	979430	7
379940	171528	171644	5
149971	171604	171644	3
258798	232200	235296	8
408160	646827	647753	6
505997	931187	931681	7
442735	7697	8260	4
149971	445192	445869	6
792224	542177	542285	5
444077	724364	724387	3
379940	846844	847382	4
408160	983509	984393	4
85128	90732	91946	4
473349	1005810	1009650	3
584836	993550	994191	6
792224	558119	559477	7
473349	926878	927250	7
258798	38747	40539	6
505997	638398	640125	6
473349	1001306	1001727	2
379940	866398	866689	6
149971	877630	877936	6
444077	1002710	1002967	5
484818	819523	821616	4
946651	685752	689707	9
258798	458041	461652	5
792224	751846	751979	8
444077	53148	53455	7
792224	46416	48391	4
85128	597341	598015	6
149971	663683	663750	8
442735	60329	60418	5
442735	327524	328277	7
408160	461699	463276	3
379940	269204	269522	7
106778	123101	123198	5
584836	243563	244119	6
607571	537394	538118	8
442735	297005	297663	6
442735	158168	158919	6
386070	920664	921600	3
792224	1006287	1009650	5
894583	851473	851872	6
408160	714233	715133	5
386070	465	3790	4
386070	981018	983382	3
937245	476800	477345	8
894583	157411	157920	6
379940	820951	821616	6
258798	90922	91946	7
444077	739571	741908	4
149971	889719	892206	5
106778	128205	128401	4
386070	652063	652401	3
946651	338176	338304	5
484818	590624	591557	5
379940	244739	245695	8
106778	549111	549972	6
258798	910615	911364	7
136687	594442	596578	7
133668	49744	50882	7
937245	922863	923615	8
937245	866797	868630	8
106778	1030474	1032148	6
442735	115364	116529	8
607571	439244	439346	7
505997	869590	869761	5
258798	314891	315068	4
792224	488054	492765	6
85128	1002168	1002268	8
792224	470362	470575	5
258798	653580	654597	4
584836	891836	892206	4
106778	620145	620202	7
258798	747700	749409	6
408160	902493	905962	7
505997	865493	865765	6
386070	910233	911364	9
792224	973184	973996	5
442735	787384	788853	8
258798	549534	549972	5
85128	594016	596578	8
442735	784363	785342	5
444077	156285	156453	8
85128	710567	711452	8
946651	388936	391364	8
473349	469500	470575	8
584836	943562	944266	6
258798	838833	838922	6
386070	260727	261410	7
133668	404691	404809	4
136687	507129	507747	5
386070	896812	897487	9
149971	274511	274989	5
444077	958716	958776	7
792224	387184	387499	8
85128	371890	372033	5
386070	162525	162563	5
792224	791651	791933	9
937245	700730	702175	6
386070	993472	994191	6
444077	304278	304639	8
379940	577226	578227	6
937245	817959	818271	6
149971	87206	89563	5
584836	1001765	1002268	6
149971	925851	926567	8
386070	184773	184815	7
149971	369135	370171	6
607571	437209	437421	6
136687	312264	314036	5
442735	400233	402288	6
792224	444585	445869	6
946651	776226	776398	6
106778	525049	525184	5
894583	324657	326335	6
937245	249948	253625	7
946651	155131	155559	7
505997	478574	479954	7
894583	663243	663750	6
473349	914796	914893	7
473349	374294	374625	7
386070	271433	271850	6
136687	235917	237647	5
484818	146652	147889	8
584836	626505	627076	4
258798	729762	729877	7
894583	503416	503721	3
133668	755103	757484	6
106778	219343	221072	6
946651	920212	921600	9
946651	151480	152478	6
85128	398102	399305	6
946651	712857	713093	6
792224	474649	474961	7
937245	881228	882133	7
894583	469344	470575	6
379940	938059	939087	6
149971	36973	40539	7
894583	48135	48391	3
149971	223103	225378	6
937245	306941	307880	5
894583	7229	8260	6
85128	385599	385773	4
133668	480432	481797	5
484818	598823	600193	7
937245	608110	608892	7
133668	316780	319165	6
946651	939326	942126	7
505997	107550	108812	7
937245	582223	583792	5
946651	477370	479954	6
106778	803950	804403	7
136687	856312	856857	8
937245	209139	210869	6
444077	239801	241047	6
258798	321176	321189	6
133668	112539	112789	8
484818	147229	147889	8
85128	104221	104652	3
106778	966183	970485	5
607571	664288	664483	5
258798	390045	391364	7
792224	489846	492765	6
607571	95529	95908	4
442735	168562	170646	10
379940	212914	213321	7
106778	456701	457146	6
473349	694436	694821	6
149971	597486	598015	5
894583	130164	131196	4
584836	959608	960789	7
408160	421981	422017	4
584836	537885	538118	8
584836	337782	338304	5
442735	176601	176813	7
133668	160389	160878	4
444077	1007609	1009650	3
85128	968629	970485	6
442735	646379	646610	5
106778	74501	76091	9
607571	397081	397329	6
136687	864498	865765	5
444077	698909	700300	6
