fromId	keyId	targetId	steps
248803	908463	908793	4
140538	719534	719558	4
932648	27565	28048	4
936800	288751	288828	4
495399	329754	330701	8
569401	388069	388514	6
713093	266087	267886	4
932648	1005727	1009650	3
463276	145061	145254	5
100187	482692	483867	6
495399	344778	345676	7
228914	487678	492765	7
140538	166739	168232	5
228914	897108	897487	6
243310	783428	785342	5
140538	430909	431308	5
509906	535581	538118	3
243310	633805	634784	7
913193	1006718	1009650	4
509906	357244	359864	7
100187	1009566	1009650	7
518531	475101	475598	7
285609	862983	863975	5
518531	433646	435554	6
518531	879923	880570	6
243310	537867	538118	6
100187	113178	113664	5
112838	575058	578227	4
713093	221579	222181	6
509906	383247	383540	5
518531	895639	896184	7
253625	297703	297772	4
713093	532217	532626	7
760889	818304	818396	5
932648	1015581	1015761	4
243310	594272	596578	6
112838	932333	932648	7
228914	875875	876946	7
228914	797118	798431	5
228914	419092	420469	7
243310	734491	737744	7
433540	660007	662550	8
495399	588317	589154	4
713093	976138	976853	7
248803	454755	455336	5
760889	368358	368460	8
569401	483258	483867	6
228914	717958	719330	6
112838	279063	279676	3
936800	945283	946150	4
285609	36647	40539	6
509906	310878	312091	9
767555	581496	583792	5
495399	502095	502601	3
463276	694843	695538	7
713093	1006546	1009650	5
760889	238256	238986	3
767555	278686	279676	3
243310	316006	316089	5
463276	685247	689707	6
932648	473053	473237	7
112838	820269	821616	6
760889	624931	624980	7
253625	555785	556214	5
913193	336416	337304	7
285609	332494	332707	5
253625	72914	73035	7
518531	593812	596578	5
713093	1017272	1018364	5
767555	901429	905962	3
767555	524818	525184	5
760889	49537	50882	5
495399	292842	293288	7
100187	422240	424541	7
760889	377776	378313	7
140538	705134	706128	4
433540	594665	596578	5
913193	773269	774028	8
936800	1014547	1015557	3
713093	109298	110457	6
228914	112400	112529	6
495399	638640	640125	3
285609	777628	778081	7
518531	822183	823465	5
713093	953271	957165	6
463276	828265	828435	4
463276	285878	287175	7
936800	722231	722433	5
248803	948645	949586	5
767555	488569	492765	7
936800	566586	569401	6
112838	58411	58730	6
433540	869057	869327	5
913193	261718	264035	4
463276	799846	804403	4
495399	1010719	1012464	6
936800	540931	542285	7
140538	35133	40539	8
569401	731164	732039	5
767555	192470	192665	5
932648	269111	269128	7
518531	449741	450080	9
518531	497792	498420	7
112838	715297	715899	4
100187	569721	570375	5
253625	912620	913121	4
767555	176009	176813	7
243310	500079	502601	7
463276	141419	142046	6
760889	151605	152478	6
913193	732262	732869	5
932648	219287	221072	4
569401	656850	657225	4
140538	328979	329327	6
285609	645699	646173	7
936800	23277	27129	3
433540	895406	896184	8
936800	818384	818396	6
433540	26614	27129	7
518531	80902	81421	6
913193	640952	641274	8
100187	88182	89563	8
140538	523524	523935	6
913193	612315	614437	7
243310	938794	939087	6
433540	816963	818271	6
569401	208644	210869	7
913193	387983	388514	8
248803	139796	140443	8
569401	817112	818271	6
243310	488102	492765	6
518531	287580	288828	6
140538	913897	913915	7
509906	266866	267886	7
228914	204191	205624	8
518531	781511	782147	7
713093	471202	472226	4
767555	871877	872105	5
100187	498964	499381	4
509906	410073	410762	8
713093	629714	629887	8
248803	36619	40539	7
569401	628845	629887	5
509906	635937	636019	6
932648	607239	607571	6
518531	951760	952167	5
253625	755630	757484	6
433540	193760	194006	5
913193	743430	743657	8
140538	472044	472226	3
913193	474094	474961	4
433540	855910	856857	5
140538	587002	587390	5
248803	175392	176813	7
253625	819942	821616	5
518531	869172	869327	4
228914	233905	235296	3
509906	943293	944266	6
433540	386844	387499	9
932648	1043165	1044272	5
112838	595468	596578	7
100187	228105	228625	6
760889	268535	268770	6
509906	28766	31961	5
518531	990550	991464	5
140538	531866	531935	6
518531	956384	957165	6
936800	151539	152478	8
285609	469398	470575	5
509906	781476	782147	5
509906	527718	527965	3
285609	327806	328277	5
509906	581884	583792	3
112838	704283	706128	6
518531	985831	985974	6
248803	40037	40539	7
243310	1028791	1029343	9
228914	76677	76909	6
140538	178322	180469	4
767555	617154	618091	7
495399	810107	810428	7
936800	758360	760889	7
433540	242737	243146	6
760889	390009	391364	5
433540	890587	892206	7
713093	308947	309308	6
248803	831484	832999	6
913193	593958	596578	5
243310	274219	274989	4
913193	5951	6426	4
285609	77460	81421	6
495399	110337	110457	4
569401	616064	617117	3
932648	35785	40539	5
463276	1001252	1001727	3
495399	92880	93002	7
112838	422510	424541	6
