fromId	keyId	targetId	steps
235296	24827	27129	7
235296	266400	267886	5
235296	974349	974382	6
887900	659158	659296	6
974382	128422	131196	4
742958	269690	271014	6
691028	317195	319165	6
454309	870322	872105	5
149122	50309	50882	7
746357	905235	905962	5
8260	682602	683826	6
974382	953983	957165	8
656835	317846	319165	6
894619	147196	147889	6
652559	776842	777465	7
1035946	905460	905962	8
894619	45573	45960	6
297663	334160	337304	4
894619	428378	429707	5
894619	318523	319165	6
746357	1018208	1018364	4
297663	556318	557683	7
656835	966528	970485	5
235296	212888	213321	8
746357	140578	142046	8
454309	167213	168232	6
235296	648871	650149	5
894619	236813	237647	6
103942	705844	706128	5
746357	39775	40539	6
894619	160831	160878	5
454309	791772	791933	5
269128	26660	27129	5
652559	518988	519666	7
656835	96794	96936	6
103942	273010	273352	5
108812	506542	507083	6
108812	363771	365538	7
746357	190492	191401	8
269128	596384	596578	6
746357	213800	215323	8
1015761	63362	63452	5
297663	33176	33249	8
103942	441784	442735	4
652559	701650	702175	4
894619	388483	388514	5
746357	209172	210869	6
454309	344831	345676	5
986862	72095	73035	3
656835	229302	229784	7
974382	642428	643586	8
691028	967252	970485	4
652559	109002	110457	7
1015761	542306	543118	6
8260	159930	160878	4
184815	381421	383205	7
746357	287019	287175	7
691028	315742	316089	7
1015761	534705	535002	5
1015761	1045993	1048499	5
894619	281040	281657	6
454309	736708	737744	4
742958	426826	427739	7
103942	170440	170646	7
894619	95155	95908	6
235296	561062	562262	6
742958	1022874	1023379	5
986862	812431	816250	5
742958	852772	852858	6
235296	252841	253625	4
454309	477825	479954	3
235296	702211	702258	6
894619	277417	277634	4
974382	399607	399686	6
108812	256643	256811	6
1035946	2495	3790	3
103942	906244	907033	4
974382	392938	394309	6
8260	516419	518531	8
887900	486066	487557	6
894619	848792	851350	7
1035946	962128	964417	8
746357	318524	319165	6
742958	258510	258798	5
974382	211473	211654	5
887900	460680	461652	7
1015761	872908	873236	7
149122	72918	73035	6
1035946	433051	433540	5
8260	436725	437421	4
1035946	500480	502601	7
103942	283034	285454	6
742958	555593	555642	5
184815	711857	712247	2
986862	870474	872105	6
184815	420599	420795	5
108812	909625	911364	6
454309	730429	730571	4
691028	987964	989899	4
103942	215437	216445	5
1015761	811119	811796	8
8260	636126	640125	5
184815	169127	170646	9
742958	149692	149971	7
297663	414471	414580	6
887900	384771	385773	4
235296	427985	429707	6
297663	627611	629887	5
269128	917084	917216	7
742958	950531	950839	6
742958	788404	788853	6
149122	1014524	1015557	5
887900	466943	467177	4
8260	967676	970485	6
691028	930499	931681	6
887900	448624	448841	6
887900	335604	337304	7
149122	770668	771016	8
742958	374325	374625	6
235296	890468	892206	7
746357	425542	425631	5
149122	26296	27129	5
235296	1017085	1018364	8
986862	803101	804403	5
184815	528317	528802	5
297663	972306	973996	4
894619	213253	213321	5
235296	396561	397329	4
184815	1048426	1048499	6
8260	244451	244616	6
269128	851014	851350	4
742958	985367	985974	7
887900	408946	409102	5
235296	917301	917619	5
1035946	252932	253625	2
1015761	742812	742859	7
746357	85409	87060	6
8260	525137	525184	7
652559	278634	279676	4
894619	607085	607123	7
974382	655852	656835	7
108812	846767	847382	5
746357	468885	470575	7
742958	8265	9550	5
297663	802848	804403	7
887900	877454	877936	7
108812	80981	81421	9
974382	652348	652401	4
269128	739811	741908	6
1015761	909740	911364	6
184815	709344	711452	9
184815	197790	197817	3
652559	15721	16911	6
894619	734512	737744	7
691028	393318	394309	6
269128	174855	175354	8
269128	492945	495042	6
742958	150836	152478	7
974382	879593	880570	8
235296	628866	629887	7
8260	195613	197477	5
1015761	858725	859840	6
184815	31638	31961	6
742958	219210	221072	8
656835	916502	917216	8
887900	191549	192665	5
184815	135519	135601	8
184815	578314	578665	6
103942	203888	204141	5
184815	268331	268770	5
887900	897697	899487	3
691028	787048	787094	7
986862	402358	402582	5
746357	843161	844119	6
742958	457521	457935	7
887900	846852	847382	6
746357	756917	757484	2
652559	688802	689707	5
297663	469427	470575	4
652559	787450	788853	5
269128	477059	477345	6
656835	628757	629887	9
691028	756284	757484	5
454309	228282	228625	5
8260	215323	215323	5
235296	926462	926567	5
656835	112612	112789	6
1015761	979983	983382	7
691028	653964	654597	8
742958	337904	338304	5
8260	413964	414580	5
974382	36027	40539	6
184815	496934	497083	7
454309	327919	328277	5
887900	300864	302484	4
746357	36337	40539	6
235296	201826	202941	9
