fromId	keyId	targetId	steps
265451	192540	192665	7
924989	171990	172078	3
1028002	418893	420469	7
441627	93508	94902	7
370171	763486	765735	8
835390	446366	446573	4
611271	837318	838284	6
658390	185728	186016	5
985974	387093	387499	7
970485	711993	712247	3
367995	611457	614437	6
370171	395700	397329	4
924989	957594	958104	4
117730	354421	354873	6
370171	90041	90093	7
249946	814825	816250	4
370171	614960	615247	7
440160	502699	503721	4
611271	572005	572536	9
690624	806698	806794	5
658390	808253	810428	5
117730	472175	472226	6
440160	1020830	1020859	6
208458	745885	746357	6
265451	601657	607123	4
367995	225852	225996	8
308324	976874	979430	5
924989	794428	794879	9
783276	408077	408160	7
117730	850792	851350	5
370171	410021	410762	4
473237	1011010	1012464	3
370171	21790	23146	5
57763	735239	737744	5
249946	598700	600193	7
611271	539028	539124	8
924989	635921	636019	7
440160	665461	666514	6
367995	622	3790	5
690624	49807	50882	5
611271	540594	542285	8
783276	881682	882133	5
1028002	555254	555320	6
658390	27221	27453	5
249946	446538	446573	6
440160	350408	352020	7
611271	123336	125371	4
265451	671462	671525	6
924989	717574	719330	6
117730	250608	253625	3
611271	1009038	1009650	3
690624	560640	562262	8
611271	794298	794879	4
208458	91078	91946	6
208458	423161	424541	7
57763	343903	345676	5
658390	816370	816935	4
265451	479316	479954	5
783276	82227	83034	5
783276	431485	433540	6
611271	690656	690857	4
249946	806584	806794	5
924989	932551	932648	5
1028002	596851	598015	5
57763	195798	197477	4
690624	312467	314036	5
117730	830176	830743	7
367995	395150	397329	3
970485	1040485	1040759	2
208458	784673	785342	5
690624	824516	825407	3
611271	767478	767555	4
441627	850473	851350	4
970485	392689	394309	5
208458	812639	816250	5
970485	1009177	1009650	2
308324	525287	526807	5
370171	352974	353698	9
1028002	655312	656835	7
265451	986729	986862	8
658390	454640	455336	7
835390	918812	919539	5
249946	628453	629887	8
367995	656497	656835	7
924989	885858	886098	8
473237	567435	569401	7
835390	859311	859840	4
1028002	788677	788853	7
265451	556550	557683	5
783276	194453	197477	4
473237	755028	757484	3
970485	663744	663750	5
57763	925354	926567	8
473237	171703	172078	7
924989	719210	719330	6
265451	336822	337304	3
117730	530336	531849	4
440160	657253	657790	5
370171	397782	399305	4
117730	798189	798431	6
783276	709175	711452	8
611271	386376	387499	6
690624	225043	225378	6
658390	103939	103942	8
249946	333039	337304	3
1028002	47218	48391	2
308324	771544	771689	4
611271	906020	907033	4
249946	371742	372033	5
473237	431205	431308	7
367995	629311	629887	7
367995	727913	728027	6
367995	458140	461652	7
370171	213172	213321	6
924989	303293	304639	7
208458	913863	913882	9
473237	993852	994191	8
658390	599930	600193	8
970485	974381	974382	2
308324	259962	260029	9
367995	752054	752175	6
57763	331319	332157	4
117730	270064	271014	6
783276	793814	794879	3
473237	636212	640125	5
249946	80398	81421	6
440160	935534	935927	8
249946	750364	751979	7
985974	677326	678535	7
265451	259160	260029	10
835390	983402	984393	4
308324	494265	495042	5
783276	374238	374625	8
690624	355876	356213	6
985974	784604	785342	7
924989	192292	192665	4
370171	165596	166042	7
473237	129676	131196	6
308324	368555	370171	5
970485	769703	771016	9
370171	351282	352020	8
440160	60536	61121	4
440160	231341	231449	6
249946	904873	905962	8
924989	164107	164730	5
265451	147735	147889	7
308324	762252	762780	8
473237	57190	57763	5
658390	961191	961350	5
367995	17154	21304	6
985974	142846	144882	7
835390	609772	609989	7
441627	441537	441627	1
835390	428224	429707	5
441627	1045013	1045821	5
924989	654697	654959	7
924989	14100	15228	4
441627	747184	749409	5
441627	485607	487557	4
117730	214070	215323	6
367995	834017	834327	6
57763	285213	285454	7
367995	159359	160878	6
440160	837736	838284	4
208458	769215	771016	6
265451	345089	345676	4
441627	405877	406102	9
308324	1028238	1029343	8
924989	620961	622093	6
690624	333104	337304	6
835390	433780	435554	6
690624	820094	821616	6
658390	83073	83976	6
440160	777111	777465	5
970485	409774	410762	8
970485	463759	464043	3
367995	654617	654959	5
440160	984527	984545	4
835390	106659	106778	5
658390	558380	559477	9
370171	701235	702175	4
367995	405127	405815	3
370171	524340	525184	4
249946	276889	277634	4
783276	801396	804403	4
970485	573599	578227	7
970485	191936	192665	3
370171	880684	882133	7
690624	585644	586117	7
611271	951717	952167	4
57763	259150	260029	5
117730	235833	237647	4
611271	485425	487557	6
57763	241084	242213	6
783276	287031	287175	4
611271	406754	407397	8
440160	453354	453862	4
