fromId	keyId	targetId	steps
477345	876610	876946	4
477345	881208	882133	5
315068	809444	810428	9
402288	808261	810428	7
53455	777086	777465	8
192665	755891	757484	4
512923	954476	957165	6
377243	817931	818271	6
512923	578430	578665	5
885144	367510	367995	4
836116	413668	414580	5
128401	3825	3908	5
667260	1044773	1044951	6
836116	654807	654959	6
409541	311778	312091	9
667260	480660	481797	7
553941	127334	128401	6
414580	802546	804403	6
402288	383379	383540	8
917619	660821	662550	6
315068	4627	6426	6
414580	199191	199265	6
402288	603888	607123	3
477345	788154	788853	7
533395	468314	470575	8
643586	87166	89563	7
885144	737315	737744	7
402288	998288	1000187	5
402288	27983	28048	5
449203	360749	361500	7
414580	639488	640125	6
667260	483225	483867	5
553941	570808	571195	2
643586	304730	306790	5
885144	53619	54609	5
53455	928621	928818	7
512923	300519	300709	6
643586	175400	176813	5
538177	739236	739285	4
917619	19941	21304	4
643586	1044823	1044951	4
477345	684083	684785	5
402288	742599	742859	6
377243	274678	274989	6
512923	832061	832999	6
192665	113911	114607	8
533395	499687	502601	8
409541	356204	356213	6
409541	489743	492765	4
192665	577616	578227	5
53455	701628	702175	7
449203	953027	953197	7
77136	748665	749409	5
128401	88909	89563	7
53455	494810	495042	6
377243	159287	160878	6
538177	626424	627076	4
643586	671497	671525	4
538177	322384	322963	6
449203	101221	101928	5
477345	185567	186016	5
77136	131488	131811	4
414580	90345	90485	5
917619	680556	680935	6
836116	607205	607571	5
53455	269160	269522	6
377243	461085	461652	6
192665	852796	852858	5
533395	878357	880570	6
77136	625030	625158	4
533395	522290	522408	7
449203	1013052	1015557	4
128401	264745	265451	3
512923	164693	164730	6
917619	504848	505515	6
512923	783922	785342	4
77136	733032	737744	7
553941	382338	383205	6
77136	806487	806794	8
315068	440277	440419	5
533395	838269	838284	5
885144	590991	591557	7
553941	665744	666514	6
836116	626888	627076	7
553941	526890	527493	6
538177	973460	973996	4
553941	432404	433540	6
315068	760638	760889	6
377243	331256	332157	7
667260	156092	156453	6
836116	719905	720042	7
477345	286929	287175	6
315068	159432	160878	7
77136	413761	414580	5
53455	434443	435554	7
128401	788183	788853	6
192665	691317	693182	7
477345	469632	470575	8
377243	11369	13330	6
917619	175208	175354	4
917619	122300	123198	8
885144	975324	976853	5
192665	682706	683826	9
512923	111503	111713	6
409541	527384	527493	4
402288	250172	253625	6
315068	373397	374625	6
917619	27503	28048	5
885144	327000	328277	7
449203	109878	110457	5
192665	144226	144882	8
836116	595534	596578	6
667260	624760	624773	8
885144	371648	372033	4
917619	648476	648696	8
917619	501126	502601	5
128401	59861	60418	9
667260	637465	640125	8
53455	36885	40539	9
533395	948187	949586	6
836116	637546	640125	7
538177	406961	407397	11
538177	479946	479954	6
643586	817765	818271	5
538177	535979	538118	9
377243	437885	437924	5
409541	833982	834327	7
192665	339121	339686	5
538177	307835	307880	6
409541	610189	610387	5
53455	491307	492765	5
533395	882646	883035	6
192665	244373	244616	6
77136	172269	172509	5
538177	843681	844119	5
53455	458010	461652	6
553941	823008	823465	4
128401	792999	794879	6
917619	890096	892206	6
538177	337371	338304	6
128401	147512	147889	4
667260	343221	343402	8
315068	383087	383205	2
409541	637615	640125	6
128401	817526	818271	6
414580	986067	986431	5
512923	129989	131196	4
885144	1004907	1005439	5
512923	684305	684785	5
315068	778963	779494	5
643586	687655	689707	4
377243	499861	502601	6
53455	661844	662550	8
77136	786088	786315	8
377243	1019014	1019868	5
192665	725575	727116	4
512923	1013674	1015557	6
315068	466596	466721	4
917619	1539	3790	6
414580	475315	475598	4
377243	796841	798431	6
836116	279697	281017	8
53455	883639	885022	7
533395	121011	123198	7
917619	191028	191401	6
553941	1039612	1040759	6
538177	374065	374625	9
836116	81355	81421	5
512923	407696	408160	7
77136	752492	752709	6
414580	796872	798431	7
128401	374618	374625	8
667260	1004748	1005439	6
192665	70555	71283	5
885144	103050	103942	4
553941	683160	683826	8
77136	899564	899578	6
885144	452115	453862	6
643586	884467	885022	7
553941	966113	966144	4
128401	553345	553941	5
414580	621022	622093	4
414580	271433	271850	6
77136	70126	71283	9
449203	520800	521198	3
533395	233591	235296	8
414580	483471	483867	3
53455	706949	707032	8
917619	405000	405815	4
192665	678115	678535	7
512923	708891	711452	7
414580	347457	348360	8
885144	710948	711452	6
53455	748555	749409	5
377243	518315	518531	4
512923	317218	319165	7
192665	1026812	1028002	6
