fromId	keyId	targetId	steps
435554	1027143	1028002	7
538508	686050	689707	5
538508	1001166	1001727	6
1002967	375272	375278	5
81860	62639	62907	8
258030	343111	343402	4
330701	805168	806794	6
816250	935842	935927	6
690857	420970	422017	8
258030	194764	197477	5
415924	918311	919539	7
788853	875179	875647	4
874911	102015	102123	4
690857	423948	424541	9
81860	757824	760889	4
816250	976728	976853	5
248234	218213	218544	8
874911	306554	306790	5
825848	363731	365538	5
816250	882789	883035	3
1002967	655445	656835	7
41679	843239	844119	6
690857	126431	128401	7
825848	277003	277634	7
34514	493012	495042	7
883083	484806	484818	6
455820	146120	147889	8
248234	410088	410762	7
435554	200139	200968	6
248234	1013079	1015557	6
330701	212839	213321	6
34514	515731	516056	6
1002967	835265	835390	8
538508	983466	984393	6
81860	973599	973996	5
81860	952481	953197	5
41679	681903	682121	6
81860	181632	182109	3
1002967	744868	744961	4
415924	777338	777465	7
883083	78922	81421	6
562513	36510	40539	9
874911	120576	123198	7
816250	897718	899487	4
825848	696165	700300	8
1002967	593895	596578	7
248234	421272	422017	6
248234	230357	230416	7
816250	295774	296126	3
258030	284111	285454	5
455820	544579	545171	5
41679	151643	152478	6
538508	39148	40539	5
415924	393145	394309	8
825848	395794	397329	5
816250	70243	71283	4
825848	623667	624773	7
330701	968112	970485	5
883083	46528	48391	5
455820	724542	725014	4
874911	553271	553941	5
248234	732480	732869	7
788919	776006	776080	8
538508	580348	581096	4
455820	576373	578227	4
415924	873847	873920	8
788919	498326	498420	5
788919	150109	150166	6
825848	858533	859840	5
415924	510140	510670	5
415924	451547	451797	3
455820	920189	921600	6
330701	753417	753692	5
330701	629588	629887	6
562513	851835	851872	4
538508	455337	455375	8
41679	89658	90093	4
435554	918924	919539	6
248234	2751	3790	4
816250	11829	13330	6
41679	442814	443284	5
330701	913999	914893	7
81860	421287	422017	5
330701	472382	472812	3
415924	36422	40539	6
81860	454545	455336	6
185445	715361	715899	4
788853	185939	186016	6
415924	515213	515586	6
816250	394008	394309	7
415924	900057	905962	7
825848	39911	40539	8
81860	943635	944266	6
883083	737890	739081	7
185445	418478	418485	7
816250	787493	788853	11
874911	774957	775677	8
874911	80916	81421	6
816250	771379	771689	7
248234	230272	230416	7
562513	33647	34514	8
435554	675880	676138	6
788853	259938	260029	9
562513	101601	101928	6
81860	844149	847382	6
34514	586963	587390	5
562513	959259	960789	5
690857	315577	316089	7
825848	272402	273352	6
825848	195497	197477	6
435554	45737	45960	7
258030	868036	868630	6
248234	130509	131196	5
788919	383624	383969	6
185445	201933	202941	4
538508	371678	372033	8
435554	717336	719330	4
185445	766818	767555	5
538508	500342	502601	8
816250	940249	942126	6
248234	351295	352020	4
562513	1028293	1029343	6
41679	893197	893659	6
816250	907887	908793	5
690857	1018127	1018364	6
825848	437670	437880	4
258030	908498	908793	6
538508	1031833	1032148	8
185445	413805	414580	6
185445	651464	652401	5
874911	447432	448841	6
34514	310357	312091	6
435554	912250	912394	6
34514	918112	919539	8
788853	11759	13330	4
455820	367406	367995	8
816250	947233	947266	7
562513	726965	727116	6
455820	38938	40539	7
562513	189067	191401	7
81860	828113	828258	7
455820	822086	823465	6
415924	687915	689707	4
788919	611695	614437	7
1002967	502700	503721	4
788853	879982	880570	4
562513	239730	241047	6
435554	642396	643586	6
788919	1037503	1039150	7
41679	30882	31961	8
788853	1045659	1045821	7
788919	56802	57763	5
690857	501091	502601	5
788853	492514	492765	7
258030	971340	973996	6
538508	1027134	1028002	7
248234	314432	315068	2
816250	310765	312091	5
81860	682209	682424	5
538508	868067	868630	7
81860	484264	484818	5
562513	685665	689707	6
562513	392447	394309	6
185445	947407	947682	7
690857	234372	235296	7
455820	795440	796204	5
562513	98074	99099	6
816250	813709	816250	1
562513	695502	695538	3
562513	993937	994191	5
1002967	184964	185445	6
248234	1008798	1009650	7
415924	40569	40759	4
538508	8493	9550	7
562513	151427	152478	6
874911	291760	293288	6
41679	966047	966144	4
788853	641534	641666	8
34514	12486	13330	7
883083	689429	689707	8
258030	811779	811796	6
248234	349021	349547	4
415924	737307	737744	5
874911	540737	542285	6
788919	651716	652401	8
1002967	77395	81421	6
1002967	267934	267979	4
874911	456904	457146	7
41679	805527	806794	6
81860	404474	404809	6
690857	745385	745434	5
874911	445882	446573	6
455820	288306	288828	7
538508	755588	757484	4
41679	124420	125371	4
258030	928909	929482	6
825848	60981	61121	4
